no,first_name,last_name,yr,pos,g,tc,po,a,e,fpct,dp,sba,rcs,rcs_percent,pb,ci,team_name,division
2,Savannah,Trahan,Sophomore,IF,43,74,66,3,5,0.932,1,0,0,0,0,0,Lamar State-Port Arthur,1
16,Ashley,Rojas,Sophomore,OF,39,63,62,0,1,0.984,0,5,1,0.167,0,0,Lamar State-Port Arthur,1
10,Jasmin,Benitez,Sophomore,IF/OF,42,74,61,4,9,0.878,0,0,0,0,0,0,Lamar State-Port Arthur,1
5,Morgan,Kerr,Freshman,1B/OF,39,66,59,1,6,0.909,1,0,1,1,1,0,Lamar State-Port Arthur,1
13,Rhyan,Stewart,Freshman,3B/1B,45,73,52,5,16,0.781,0,0,0,0,0,0,Lamar State-Port Arthur,1
22,Allie,Armstrong,Freshman,P,34,46,40,1,5,0.891,0,4,0,0,0,0,Lamar State-Port Arthur,1
1,Haley,Lupian,Freshman,IF,44,40,37,0,3,0.925,1,0,0,0,0,0,Lamar State-Port Arthur,1
32,Kyleigh,Gulledge,Freshman,OF,38,42,36,2,4,0.905,0,0,0,0,0,0,Lamar State-Port Arthur,1
27,Haley,Boardman,Sophomore,IF,28,50,32,10,8,0.84,2,0,0,0,0,0,Lamar State-Port Arthur,1
15,Denae,Hernandez,Freshman,UT,28,38,31,1,6,0.842,0,8,0,0,4,0,Lamar State-Port Arthur,1
12,Hannah,Murchison,Freshman,UT,32,46,30,1,15,0.674,1,0,0,0,0,0,Lamar State-Port Arthur,1
3,Libbi,Rozell,Freshman,OF,33,28,27,1,0,1,0,0,0,0,0,0,Lamar State-Port Arthur,1
4,Sage,Champagne,Freshman,P/IF,36,24,20,1,3,0.875,0,2,0,0,0,0,Lamar State-Port Arthur,1
36,Haleigh,Hughes,Freshman,C/1B,8,15,15,0,0,1,0,0,0,0,0,0,Lamar State-Port Arthur,1
21,Zora,Brice,Freshman,P,18,7,5,1,1,0.857,0,0,1,1,0,0,Lamar State-Port Arthur,1
17,Avery,Zimos,Sophomore,P/OF,18,5,2,1,2,0.6,0,2,0,0,0,0,Lamar State-Port Arthur,1
24,Brinly,Burke,Freshman,C,48,284,269,13,2,0.993,0,11,4,0.267,0,0,Navarro,1
7,Cynthia,Sizemore,Sophomore,,47,96,84,6,6,0.938,3,0,0,0,0,0,Navarro,1
13,Blakely,Haynie,Freshman,,40,148,74,58,16,0.892,1,0,0,0,0,0,Navarro,1
1,Kallie,Beasley,Sophomore,,47,75,70,4,1,0.987,1,0,0,0,0,0,Navarro,1
9,Jordyne,Reese,Sophomore,,50,58,55,0,3,0.948,0,0,0,0,0,0,Navarro,1
6,Lyric,Perry,Freshman,IF,44,71,53,12,6,0.915,1,0,0,0,0,0,Navarro,1
16,Taylor,Nuckolls,Freshman,,49,142,48,79,15,0.894,6,0,0,0,0,0,Navarro,1
27,Allie,Smith,Freshman,,33,36,31,2,3,0.917,0,7,0,0,5,0,Navarro,1
18,Olivia,Grant,Sophomore,,32,79,29,40,10,0.873,0,0,0,0,0,0,Navarro,1
21,Ryleigh,Mills,Freshman,C,43,13,13,0,0,1,0,0,0,0,0,0,Navarro,1
25,Bree,Dent,Sophomore,,32,44,7,33,4,0.909,0,0,0,0,0,0,Navarro,1
11,Kate,Houser,Freshman,,24,16,6,10,0,1,1,0,0,0,0,0,Navarro,1
8,Kennedy,Parker,Sophomore,P,26,15,3,11,1,0.933,0,0,0,0,0,0,Navarro,1
3,Roo,Stone,Freshman,,40,4,3,0,1,0.75,0,0,0,0,0,0,Navarro,1
10,Kennedy,Bourque,Freshman,,11,2,2,0,0,1,0,0,0,0,0,0,Navarro,1
23,Gracie,Conrad,Freshman,,5,1,1,0,0,1,0,0,0,0,0,0,Navarro,1
11,Hannah,Boettcher,Sophomore,C/3,42,196,185,3,8,0.959,0,27,3,0.1,0,0,Northeast Texas,1
14,Kailey,Hancock,Sophomore,1/3,44,143,137,1,5,0.965,0,0,0,0,0,0,Northeast Texas,1
5,Haley,McAlexander,Sophomore,OF,44,109,104,2,3,0.972,0,0,0,0,0,0,Northeast Texas,1
18,Raelyn,Kinard,Freshman,MI/1,43,99,93,4,2,0.98,0,0,0,0,0,0,Northeast Texas,1
12,Lilly,Galaviz,Freshman,OF,39,63,59,1,3,0.952,0,0,0,0,0,0,Northeast Texas,1
8,Jalissa,Alvarez,Sophomore,OF,41,60,55,4,1,0.983,0,0,0,0,0,0,Northeast Texas,1
19,Carson,Zachry,Sophomore,MI,44,103,44,48,11,0.893,0,0,0,0,0,0,Northeast Texas,1
21,Autumn,Bias,Freshman,C/MI,31,53,43,7,3,0.943,0,16,1,0.059,0,0,Northeast Texas,1
20,Giselle,Fuentes,Freshman,C/3,41,71,32,34,5,0.93,0,0,0,0,0,0,Northeast Texas,1
7,Shea,Nelson,Sophomore,3rd,28,71,31,35,5,0.93,0,0,0,0,0,0,Northeast Texas,1
13,Skylar,Liebrecht,Sophomore,MI,38,49,28,18,3,0.939,0,0,0,0,0,0,Northeast Texas,1
6,Victoria,Giganti,Freshman,MI/OF,25,21,19,0,2,0.905,0,0,0,0,0,0,Northeast Texas,1
10,Vallerie,Amaya,Sophomore,MI,7,6,5,0,1,0.833,0,0,0,0,0,0,Northeast Texas,1
2,Braylynn,Henderson,Freshman,RHP,32,25,4,20,1,0.96,0,0,0,0,0,0,Northeast Texas,1
1,Daphne,Bogenschutz,Sophomore,RHP,25,18,1,13,4,0.778,0,0,0,0,0,0,Northeast Texas,1
16,Anna,Green,Freshman,RHP,25,7,1,6,0,1,0,0,0,0,0,0,Northeast Texas,1
20,Kelsey,Kovar,Freshman,C/ INF,50,291,260,29,2,0.993,0,18,14,0.438,3,0,Paris,1
15,Julianna,Rosas,Freshman,INF,40,175,164,7,4,0.977,0,0,0,0,0,0,Paris,1
28,Skylar,Vest,Sophomore,C,49,105,95,1,9,0.914,0,2,2,0.5,1,0,Paris,1
8,Mariah,Vasquez,Sophomore,INF,50,173,74,76,23,0.867,0,0,0,0,0,0,Paris,1
19,Tatum,Waller,Freshman,OF,50,72,64,5,3,0.958,0,0,0,0,0,0,Paris,1
12,Kelsey,Keierleber,Sophomore,C/ OF,50,66,59,1,6,0.909,0,6,0,0,1,0,Paris,1
4,Meilana,Lopez,Sophomore,UT,46,149,47,92,10,0.933,0,0,0,0,0,0,Paris,1
7,Abigail,Padilla,Freshman,INF,38,120,39,60,21,0.825,0,0,0,0,0,0,Paris,1
18,Madison,Reid,Freshman,OF,47,49,39,7,3,0.939,0,0,0,0,0,0,Paris,1
5,Hailey,Evans,Freshman,INF,22,59,33,24,2,0.966,0,0,0,0,0,0,Paris,1
22,Kaleigha,Kemp,Freshman,INF,3,22,20,2,0,1,0,0,0,0,0,0,Paris,1
24,Katherine,Rainey,Freshman,OF,27,18,15,0,3,0.833,0,0,0,0,0,0,Paris,1
16,Grace,Pippin,Freshman,P,30,26,12,13,1,0.962,0,0,0,0,0,0,Paris,1
30,Jaycie,Hall,Sophomore,P,28,36,9,24,3,0.917,0,0,0,0,0,0,Paris,1
10,Ximena,Zamarron,Freshman,INF,3,14,6,7,1,0.929,1,0,0,0,0,0,Paris,1
25,Mia,Montes,Freshman,P,17,16,1,13,2,0.875,0,1,0,0,0,0,Paris,1
21,Angelina,Leal,Freshman,P,5,1,0,0,1,0,0,0,0,0,0,0,Paris,1
2,Samantha,Puente,Sophomore,P,15,8,0,5,3,0.625,0,0,0,0,0,0,Paris,1
3,Bailey,Willoughby,Sophomore,OF,4,1,0,0,1,0,0,0,0,0,0,0,Paris,1
15,Haleigh,McDonald,Freshman,NA,41,276,261,11,4,0.986,0,20,5,0.2,8,0,San Jacinto,1
26,Maggie,Evans,Freshman,NA,34,141,138,2,1,0.993,0,0,0,0,0,0,San Jacinto,1
17,Mia,McLeer,Freshman,NA,23,145,134,9,2,0.986,0,6,6,0.5,2,0,San Jacinto,1
23,Ella,Casas,Sophomore,NA,44,124,116,2,6,0.952,0,0,0,0,0,0,San Jacinto,1
5,Emma,Garcia,Sophomore,NA,58,178,91,74,13,0.927,2,0,0,0,0,0,San Jacinto,1
9,Arriana,Wright,Freshman,NA,55,150,85,60,5,0.967,3,0,0,0,0,0,San Jacinto,1
10,Chloe,Foster,Freshman,NA,56,79,71,3,5,0.937,0,0,0,0,0,0,San Jacinto,1
6,Leslie,Longoria,Sophomore,NA,49,68,61,3,4,0.941,0,0,0,0,0,0,San Jacinto,1
21,Tabby,Bailey,Sophomore,NA,50,45,40,3,2,0.956,0,0,0,0,0,0,San Jacinto,1
19,Kylie,Hernandez,Freshman,NA,48,100,35,56,9,0.91,0,0,0,0,0,0,San Jacinto,1
3,Kiren,Diaz,Freshman,NA,36,26,22,2,2,0.923,0,0,0,0,0,0,San Jacinto,1
18,Izzy,Farmer,Freshman,NA,41,35,16,13,6,0.829,0,0,0,0,0,0,San Jacinto,1
55,Maci,Beam,Freshman,NA,17,14,11,1,2,0.857,0,0,0,0,0,0,San Jacinto,1
13,Rayne,Althaus,Sophomore,NA,32,24,7,15,2,0.917,0,0,0,0,0,0,San Jacinto,1
14,Kendra,Cutlip,Sophomore,NA,22,8,6,2,0,1,0,0,0,0,0,0,San Jacinto,1
22,Reanna,Nieman,Freshman,NA,28,27,5,18,4,0.852,0,0,0,0,0,0,San Jacinto,1
12,Kayla,Gonzalez,Sophomore,NA,13,13,4,6,3,0.769,1,0,0,0,0,0,San Jacinto,1
24,Christin,Haygood,Sophomore,NA,31,41,4,36,1,0.976,3,0,0,0,0,0,San Jacinto,1
11,Destiney,Yoder,Freshman,NA,14,14,3,9,2,0.857,0,0,0,0,0,0,San Jacinto,1
27,Hannah,Benavides,Sophomore,NA,14,8,0,5,3,0.625,0,0,0,0,0,0,San Jacinto,1
4,Kristina,Nash,Freshman,NA,16,5,0,5,0,1,0,0,0,0,0,0,San Jacinto,1
20,Kaitlyn,Corn,Sophomore,C/UTL,62,307,290,14,3,0.99,7,31,3,0.088,21,0,Trinity Valley,1
30,Yasmine,Derbal,Sophomore,C/IF,55,259,223,28,8,0.969,6,36,1,0.027,18,0,Trinity Valley,1
31,Rosemary,Rivera,Sophomore,UTL,57,227,141,80,6,0.974,9,0,0,0,0,0,Trinity Valley,1
3,Rawnie,Weststrate,Sophomore,P/IF,61,167,107,51,9,0.946,8,0,0,0,0,0,Trinity Valley,1
5,Halle,Post,Freshman,OF,62,109,100,3,6,0.945,2,0,0,0,0,0,Trinity Valley,1
6,Karlie,Cook,Sophomore,UTL,60,192,74,103,15,0.922,11,0,0,0,0,0,Trinity Valley,1
23,Emily,Alvarez,Freshman,OF,60,65,58,0,7,0.892,0,0,0,0,0,0,Trinity Valley,1
10,Lena,Sellam,Sophomore,IF,35,115,50,57,8,0.93,5,0,0,0,0,0,Trinity Valley,1
13,Krystal Anne,Castaneda,Freshman,UTL,31,46,38,3,5,0.891,0,0,0,0,0,0,Trinity Valley,1
4,Abigail,Garcia,Sophomore,IF,34,43,35,7,1,0.977,0,0,0,0,0,0,Trinity Valley,1
0,Ashlyn,Weinert,Freshman,IF,44,101,30,64,7,0.931,2,0,0,0,0,0,Trinity Valley,1
32,Paula,Ocrospoma,Freshman,P/IF,22,26,23,1,2,0.923,1,0,0,0,0,0,Trinity Valley,1
77,Alessandra,Borjas,Freshman,P/UTL,30,25,5,20,0,1,1,0,0,0,0,0,Trinity Valley,1
22,Nicole,Stuhr,Freshman,P,33,21,4,16,1,0.952,1,0,0,0,0,0,Trinity Valley,1
40,Haley,Matney,Freshman,OF,29,3,3,0,0,1,0,0,0,0,0,0,Trinity Valley,1
21,Fernanda,Ocrospoma,Sophomore,C/UTL,12,3,3,0,0,1,0,1,0,0,3,0,Trinity Valley,1
11,Kylle,Huey,Sophomore,IF,16,3,2,1,0,1,0,0,0,0,0,0,Trinity Valley,1
33,Hannah,Pacheco,Sophomore,P/IF,50,5,2,3,0,1,0,0,0,0,0,0,Trinity Valley,1
9,Morgan,Brandon,Sophomore,P/IF,18,7,0,5,2,0.714,0,0,0,0,0,0,Trinity Valley,1
6,Amanda,Skivington,Sophomore,INF,44,282,265,11,6,0.979,11,0,0,0,0,0,Tyler,1
8,Leah,Hensarling,Sophomore,C/INF,53,198,175,21,2,0.99,2,0,0,0,0,0,Tyler,1
12,Jordyn,De Los Santos,Freshman,UTL,53,124,98,22,4,0.968,0,0,0,0,0,0,Tyler,1
5,Kylee,Jacks,Sophomore,OF,53,89,86,1,2,0.978,1,0,0,0,0,0,Tyler,1
21,Olivia,Wright,Freshman,OF,51,79,70,5,4,0.949,1,0,0,0,0,0,Tyler,1
13,Kyleigh,Clements,Sophomore,INF,50,160,59,77,24,0.85,2,0,0,0,0,0,Tyler,1
19,Jules,Cuarenta,,INF,36,101,52,41,8,0.921,3,0,0,0,0,0,Tyler,1
15,Caelie,Evans,Freshman,OF,38,41,38,1,2,0.951,1,0,0,0,0,0,Tyler,1
25,Jenna,Rosson,Freshman,C/INF,30,30,29,0,1,0.967,0,0,0,0,0,0,Tyler,1
2,Lilly,Coleman,Sophomore,UTL,40,93,26,64,3,0.968,6,0,0,0,0,0,Tyler,1
20,Kaliyah,Matthews,,INF,45,62,25,30,7,0.887,2,0,0,0,0,0,Tyler,1
14,Riley,Crawford,Freshman,UTL,33,21,17,1,3,0.857,0,0,0,0,0,0,Tyler,1
1,Hillary,Victor,Sophomore,INF,29,39,17,18,4,0.897,1,0,0,0,0,0,Tyler,1
11,Sierra,Oulette,Freshman,P,26,31,7,22,2,0.935,0,0,0,0,0,0,Tyler,1
18,Jordyn,Rodriguez,Sophomore,P/OF,33,29,4,23,2,0.931,1,0,0,0,0,0,Tyler,1
17,Abigail,Ramirez,Sophomore,P,27,5,3,2,0,1,0,0,0,0,0,0,Tyler,1
10,Trinity,Muhle,Sophomore,OF/P,21,10,1,8,1,0.9,0,0,0,0,0,0,Tyler,1
11,Ashleigh,Stewart,Sophomore,IF,52,230,210,14,6,0.974,7,0,0,0,0,0,Monroe College,1
22,Genesis,Duarte-Suarez,Sophomore,C,50,206,194,11,1,0.995,0,39,4,0.093,4,0,Monroe College,1
13,Zoe,Rivera,Sophomore,UTL,41,158,145,10,3,0.981,1,26,7,0.212,0,0,Monroe College,1
9,Mya,Jack,Sophomore,OF,52,86,75,4,7,0.919,0,0,0,0,0,0,Monroe College,1
5,Paola,Calderon,Sophomore,IF,50,148,64,55,29,0.804,6,0,0,0,0,0,Monroe College,1
8,Marissa,Thalassinos,Freshman,OF,49,58,54,1,3,0.948,0,0,0,0,0,0,Monroe College,1
6,Ashley,Ulmschneider,Freshman,IF,37,101,45,44,12,0.881,4,0,0,0,0,0,Monroe College,1
24,Thanysha,Gil,Sophomore,IF,46,81,44,34,3,0.963,4,0,0,0,0,0,Monroe College,1
15,Cinthia,Ramirez,Sophomore,OF,52,52,39,7,6,0.885,1,0,0,0,0,0,Monroe College,1
19,Angie,Ordonez,Freshman,IF,43,51,31,18,2,0.961,0,0,0,0,0,0,Monroe College,1
1,Juliana,Vasquez,Sophomore,IF,38,76,31,30,15,0.803,2,0,0,0,0,0,Monroe College,1
2,Maria,Perez,Freshman,C,11,18,15,2,1,0.944,0,7,0,0,1,0,Monroe College,1
12,Shania,Thomas,Sophomore,IF/P,11,11,10,1,0,1,0,1,1,0.5,0,0,Monroe College,1
21,Layla,Ramos,Sophomore,P,24,15,3,6,6,0.6,0,21,2,0.087,0,0,Monroe College,1
10,Mia,Colamarino,Sophomore,P,8,4,2,2,0,1,1,3,1,0.25,0,0,Monroe College,1
3,Sarah,Wall,Freshman,P,40,39,2,32,5,0.872,1,50,6,0.107,0,0,Monroe College,1
4,Varela,Cappas,Sophomore,P,17,5,1,4,0,1,0,4,1,0.2,0,0,Monroe College,1
17,Ava,Gillen,Freshman,OF,19,1,1,0,0,1,0,0,0,0,0,0,Monroe College,1
1,Ava,Sarwinski,Sophomore,UT,61,470,447,21,2,0.996,1,19,9,0.321,2,0,Crowder,1
21,Trenity,Miller,Sophomore,IF,60,174,170,2,2,0.989,0,0,0,0,0,0,Crowder,1
9,Laynee,Tapp,Freshman,IF,54,95,78,14,3,0.968,0,0,0,0,0,0,Crowder,1
7,Alyssa,Jennings,Sophomore,UT,61,144,77,53,14,0.903,3,0,0,0,0,0,Crowder,1
2,Calee,Gregory,Sophomore,UT,61,132,72,48,12,0.909,2,2,2,0.5,0,0,Crowder,1
12,Bailey,Ast,Freshman,IF,60,147,67,70,10,0.932,3,0,0,0,0,0,Crowder,1
10,Mazzi,Jones,Freshman,OF,60,67,64,1,2,0.97,0,0,0,0,0,0,Crowder,1
6,Macie,Sawney,Sophomore,OF,61,67,60,3,4,0.94,0,0,0,0,0,0,Crowder,1
20,Carlee,Durham,Sophomore,OF,42,43,42,0,1,0.977,0,0,0,0,0,0,Crowder,1
15,Jaley,Hayes,Freshman,OF,31,18,17,0,1,0.944,0,0,0,0,0,0,Crowder,1
23,Natalie,Rodriguez,Freshman,IF,34,20,13,5,2,0.9,0,0,0,0,0,0,Crowder,1
3,Aidan,Dayberry,Sophomore,P,30,31,6,25,0,1,0,0,0,0,0,0,Crowder,1
33,Chelsea,Beville,Sophomore,P,37,27,5,19,3,0.889,0,2,1,0.333,0,0,Crowder,1
16,Debra,Winrod,Freshman,OF,22,3,2,0,1,0.667,0,0,0,0,0,0,Crowder,1
11,Kinyon,DeCorte,Freshman,P,16,3,1,2,0,1,0,1,0,0,0,0,Crowder,1
5,Kaydin,McKnight,Freshman,IF,5,1,1,0,0,1,0,0,0,0,0,0,Crowder,1
13,Jensyn,Elder,Freshman,P,17,4,0,4,0,1,0,1,0,0,0,0,Crowder,1
44,JAMILYN,BAGBY,Sophomore,C/INF,31,292,286,6,0,1,0,11,4,0.267,5,0,Jefferson (MO),1
33,SOPHIA,WEIRICH,Freshman,C/INF,24,192,183,7,2,0.99,0,3,2,0.4,0,0,Jefferson (MO),1
55,CAMRYN,KESSLER,Freshman,C/INF,41,149,138,7,4,0.973,0,0,0,0,0,0,Jefferson (MO),1
17,ALEXI,SANCHEZ,Freshman,OF,51,68,61,2,5,0.926,0,0,0,0,0,0,Jefferson (MO),1
22,BAILEY,WILLIS,Freshman,INF,50,111,60,37,14,0.874,0,0,0,0,0,0,Jefferson (MO),1
4,KAYLA,RICHARDSON,Sophomore,OF,39,57,50,5,2,0.965,0,0,0,0,0,0,Jefferson (MO),1
11,SARAH,ROTH,Sophomore,INF,52,101,47,45,9,0.911,0,0,0,0,0,0,Jefferson (MO),1
23,TORRI,HINNAH,Sophomore,INF,41,50,44,2,4,0.92,0,0,0,0,0,0,Jefferson (MO),1
21,LINDSEY,BRANDT,Sophomore,INF/OF,52,44,41,2,1,0.977,0,0,0,0,0,0,Jefferson (MO),1
5,SAMI,HUCK,Freshman,P/UTL,41,57,34,22,1,0.982,0,0,0,0,0,0,Jefferson (MO),1
8,JENNA,ROTH,Sophomore,INF,52,77,25,42,10,0.87,0,0,0,0,0,0,Jefferson (MO),1
27,MALLOREY,ROGERS,Freshman,P/INF,21,18,12,6,0,1,0,0,0,0,0,0,Jefferson (MO),1
18,ALEXIS,FINDLEY,Sophomore,P,25,26,10,14,2,0.923,0,0,0,0,0,0,Jefferson (MO),1
6,GRACE,MCGINNIS,Freshman,OF,30,10,9,0,1,0.9,0,0,0,0,0,0,Jefferson (MO),1
24,MACKENZIE,DANIELS,Freshman,P/UTL,17,7,2,5,0,1,0,0,0,0,0,0,Jefferson (MO),1
13,TAYLOR,MARLER,Freshman,P,1,1,0,1,0,1,0,0,0,0,0,0,Jefferson (MO),1
25,Myel,White,Sophomore,NA,46,221,201,13,7,0.968,9,0,0,0,0,0,Metropolitan,1
21,Destiny,Roundy,Freshman,NA,33,185,171,12,2,0.989,1,40,7,0.149,27,0,Metropolitan,1
5,Aidan,Robinson,Sophomore,NA,18,120,118,1,1,0.992,0,20,1,0.048,14,0,Metropolitan,1
20,Kyra,McIntosh,Sophomore,NA,45,65,59,3,3,0.954,0,0,0,0,0,0,Metropolitan,1
7,Kyndall,Bennaka,Sophomore,NA,44,132,57,59,16,0.879,7,0,0,0,0,0,Metropolitan,1
14,Brooke,Brown,Sophomore,NA,43,60,51,4,5,0.917,0,0,0,0,0,0,Metropolitan,1
16,Shayla,Phillips,Freshman,NA,42,117,51,55,11,0.906,3,0,0,0,0,0,Metropolitan,1
19,Caroline,Justice,Sophomore,NA,42,50,46,1,3,0.94,0,0,0,0,0,0,Metropolitan,1
2,Audrie,Shepherd,Sophomore,NA,15,54,45,4,5,0.907,0,0,0,0,0,0,Metropolitan,1
10,Malia,Gutierrez,Sophomore,NA,49,123,38,73,12,0.902,0,0,0,0,0,0,Metropolitan,1
24,Liberty,Williams,Freshman,NA,11,43,38,2,3,0.93,2,0,0,0,0,0,Metropolitan,1
4,Hailey,Bingaman,Freshman,NA,21,21,21,0,0,1,0,0,0,0,0,0,Metropolitan,1
6,Emma,Tipton,Freshman,NA,17,48,15,26,7,0.854,1,0,0,0,0,0,Metropolitan,1
9,Kasey,Kilburn,Sophomore,NA,27,31,2,26,3,0.903,1,0,0,0,0,0,Metropolitan,1
12,Avery,Prather,Freshman,NA,9,14,2,11,1,0.929,1,0,0,0,0,0,Metropolitan,1
17,Abby,Brancato,Sophomore,NA,9,2,1,0,1,0.5,0,0,0,0,0,0,Metropolitan,1
11,Avery,Howard,Sophomore,NA,11,9,1,7,1,0.889,0,2,0,0,0,0,Metropolitan,1
15,Natalie,Segura,Freshman,NA,27,3,0,2,1,0.667,0,0,1,1,0,0,Metropolitan,1
15,Gracie,McKinney,Freshman,IF,52,199,180,7,12,0.94,9,0,0,0,0,0,North Central Missouri,1
12,Rylee,Murray,Freshman,,35,173,166,4,3,0.983,0,38,8,0.174,16,0,North Central Missouri,1
2,Rylie,Boyer,Freshman,OF,54,124,113,5,6,0.952,3,0,0,0,0,0,North Central Missouri,1
19,Chloe,Bell,Freshman,IF,56,114,74,33,7,0.939,1,0,0,0,0,0,North Central Missouri,1
18,Taijha,Davis-Cogdill,Freshman,C,22,78,69,3,6,0.923,0,19,4,0.174,8,0,North Central Missouri,1
3,Carsen,Sporleder,Sophomore,C/UTL,54,136,67,51,18,0.868,2,0,0,0,0,0,North Central Missouri,1
23,Hailey,Shepardson,Freshman,,38,77,65,2,10,0.87,0,40,3,0.07,23,0,North Central Missouri,1
20,Caragan,Baker,Sophomore,P/IF,46,101,53,40,8,0.921,4,0,0,0,0,0,North Central Missouri,1
7,Emma,Angel,Sophomore,P/OF,52,59,48,5,6,0.898,0,0,0,0,0,0,North Central Missouri,1
6,Kaylence,Cook,Freshman,,33,48,36,2,10,0.792,0,0,0,0,0,0,North Central Missouri,1
10,Maeve,Lavoy,Freshman,,41,59,31,21,7,0.881,0,1,0,0,0,0,North Central Missouri,1
22,Ariana,Reynolds,Freshman,,11,32,31,0,1,0.969,0,0,0,0,0,0,North Central Missouri,1
11,Maggie,McLain,Freshman,,31,47,29,10,8,0.83,0,0,0,0,0,0,North Central Missouri,1
5,Chloe,Helmer,Freshman,,26,38,20,13,5,0.868,1,0,0,0,0,0,North Central Missouri,1
8,Lauren,Krohn,Freshman,,38,33,17,12,4,0.879,1,2,0,0,0,0,North Central Missouri,1
9,Mallory,Greiwe,Sophomore,UT,14,11,9,0,2,0.818,0,0,0,0,0,0,North Central Missouri,1
16,Gracyn,Rongey,Freshman,,12,8,7,0,1,0.875,0,0,0,0,0,0,North Central Missouri,1
13,Ivy,Hearn,Freshman,,12,19,6,9,4,0.789,1,0,0,0,0,0,North Central Missouri,1
10,Hunter,Collins,Sophomore,C,48,177,163,12,2,0.989,1,19,6,0.24,4,0,St. Charles,1
18,Emily,Geary,Freshman,UT,40,142,135,2,5,0.965,4,0,0,0,0,0,St. Charles,1
26,Apryl,Zeno,Freshman,C,43,132,102,22,8,0.939,2,13,2,0.133,4,0,St. Charles,1
17,Janna,Joerling,Sophomore,P/1B,27,100,94,3,3,0.97,1,0,0,0,0,0,St. Charles,1
15,Kylee,Orf,Freshman,OF,45,95,85,4,6,0.937,2,0,0,0,0,0,St. Charles,1
24,Brooke,Scott,Freshman,OF,50,88,78,5,5,0.943,1,0,0,0,0,0,St. Charles,1
35,Abby,Wilson,Sophomore,C / OF,52,141,74,55,12,0.915,2,1,1,0.5,0,0,St. Charles,1
9,Mallory,Waller,Sophomore,OF/UTL,41,64,61,1,2,0.969,0,0,0,0,0,0,St. Charles,1
2,Bailey,Kuhnert,Sophomore,IF,37,101,49,41,11,0.891,4,0,0,0,0,0,St. Charles,1
11,Kayden,Tyler,Sophomore,InF,43,107,37,53,17,0.841,4,0,0,0,0,0,St. Charles,1
22,Jocelyn,Cunningham,Sophomore,P/3B,39,63,28,34,1,0.984,2,1,0,0,0,0,St. Charles,1
30,Ryley,Ritchey,Freshman,CIF,10,35,19,13,3,0.914,1,0,0,0,0,0,St. Charles,1
6,Kelly,Allensworth,Sophomore,P/1B,20,23,15,7,1,0.957,0,1,1,0.5,0,0,St. Charles,1
8,Bailee,Howard,Sophomore,OF,15,19,14,4,1,0.947,0,0,0,0,0,0,St. Charles,1
25,Anna,Cheatham,Freshman,P,36,45,8,30,7,0.844,1,3,1,0.25,0,0,St. Charles,1
20,Kelsey,Pflasterer,Freshman,OF,11,9,8,0,1,0.889,0,0,0,0,0,0,St. Charles,1
4,Paige,Perry,Sophomore,CIF,21,15,6,7,2,0.867,0,0,0,0,0,0,St. Charles,1
0,Andie,McCool,Freshman,OF,7,5,4,0,1,0.8,0,0,0,0,0,0,St. Charles,1
1,Kayla,Schaaf,Sophomore,OF,8,4,1,1,2,0.5,0,0,0,0,0,0,St. Charles,1
23,Alexis,Hughes,Sophomore,P,45,282,270,7,5,0.982,11,0,0,0,0,0,State Fair,1
4,Paige,Klinge,Freshman,C,44,155,145,10,0,1,0,55,8,0.127,22,0,State Fair,1
21,Kelsey,Webb,Sophomore,2B,46,180,90,83,7,0.961,9,0,0,0,0,0,State Fair,1
8,Jaelyn,Winfrey,Freshman,OF,44,97,89,2,6,0.938,1,0,0,0,0,0,State Fair,1
11,Tomi,Lightle,Sophomore,OF,43,65,59,2,4,0.938,0,0,0,0,0,0,State Fair,1
6,Zoey,DeHaas,Freshman,3B/OF,41,63,52,3,8,0.873,0,0,0,0,0,0,State Fair,1
10,Paige,Clines,Freshman,1B,29,40,34,4,2,0.95,0,0,0,0,0,0,State Fair,1
24,Samantha,Picha,Freshman,SS,38,129,34,80,15,0.884,5,0,0,0,0,0,State Fair,1
20,Kailei,Allen,Sophomore,3B,38,116,33,64,19,0.836,3,0,0,0,0,0,State Fair,1
25,Samantha,Queathem,Freshman,OF,17,21,21,0,0,1,0,3,0,0,4,0,State Fair,1
22,Kailee,Liles,Sophomore,UT,23,28,16,9,3,0.893,0,0,0,0,0,0,State Fair,1
13,Jocelyn,Wolf,Freshman,3B,24,20,6,10,4,0.8,0,0,0,0,2,0,State Fair,1
17,Kennidi,Harris,Sophomore,P,22,29,4,24,1,0.966,0,0,0,0,0,0,State Fair,1
5,Charlee,Reese,Freshman,P,20,23,4,19,0,1,0,0,0,0,0,0,State Fair,1
3,Abigail,Green,Sophomore,OF,7,1,1,0,0,1,0,0,0,0,0,0,State Fair,1
15,Kaycee,Thompson,Sophomore,P,12,3,1,2,0,1,0,0,0,0,0,0,State Fair,1
12,Grace,VanDenburgh,Freshman,P,13,9,1,8,0,1,0,0,0,0,0,0,State Fair,1
34,Makinzi,Harris,Sophomore,C,5,1,0,1,0,1,0,0,0,0,0,0,State Fair,1
19,Tabitha,Imhoff,Sophomore,P,9,2,0,2,0,1,0,0,0,0,0,0,State Fair,1
3,Kyla,Puckett,Sophomore,3B/1B,56,357,324,28,5,0.986,10,0,0,0,0,0,Three Rivers,1
