no,first_name,last_name,yr,pos,g,ab,r,h,x2b,x3b,hr,rbi,bb,k,sb,cs,avg,obp,slg,hbp,sf,sh,tb,xbh,hdp,go,fo,go_fo,pa,team_name,division
11,Kyra,Ward,NA,NA,24,15,2,3,0,0,0,2,4,3,0,0,0.2,0.368,0.2,0,0,0,3,0,0,2,0,0,19,Polk State,1
13,Alexis,Hollinger,NA,NA,22,42,2,10,2,0,0,8,2,9,2,0,0.238,0.267,0.286,0,1,3,12,2,1,4,4,1,48,Polk State,1
15,Alma,Fernandez,NA,NA,41,109,25,45,15,3,0,29,20,10,4,2,0.413,0.518,0.606,6,2,0,66,18,0,8,13,0.62,137,Polk State,1
16,Kailey,Guethle,NA,NA,27,79,15,29,5,0,0,17,3,3,2,0,0.367,0.419,0.43,4,0,0,34,5,0,9,4,2.25,86,Polk State,1
18,Alexis,Thomas,NA,NA,35,94,12,29,9,0,2,19,5,13,0,0,0.309,0.34,0.468,0,1,0,44,11,2,15,6,2.5,100,Polk State,1
19,Jenna,Satterfield,NA,NA,32,60,4,8,0,0,0,2,3,16,0,0,0.133,0.172,0.133,0,1,0,8,0,0,10,5,2,64,Polk State,1
20,Kanitria,Antenor,NA,NA,42,129,36,47,4,5,2,10,14,24,28,3,0.364,0.442,0.519,4,0,2,67,11,0,12,8,1.5,149,Polk State,1
21,Jacey,Bisbee,NA,NA,29,16,2,2,0,0,0,0,1,11,0,0,0.125,0.176,0.125,0,0,1,2,0,0,0,0,0,18,Polk State,1
22,Kaitlyn,Nieves,NA,NA,38,80,12,15,3,0,0,5,7,19,1,1,0.188,0.253,0.225,0,0,1,18,3,0,9,11,0.82,88,Polk State,1
25,Jillian,Hudson,NA,NA,41,103,7,15,5,0,0,12,2,15,1,0,0.146,0.204,0.194,6,2,1,20,5,1,13,16,0.81,114,Polk State,1
5,Chelsi Rae',Hebert,NA,NA,35,116,25,39,5,2,1,7,6,12,23,5,0.336,0.379,0.44,2,0,0,51,8,0,17,9,1.89,124,Polk State,1
52,Baileigh,Herrera,NA,NA,37,87,3,22,5,1,0,15,6,5,1,1,0.253,0.309,0.333,2,2,3,29,6,0,17,13,1.31,100,Polk State,1
8,Suheily,Mercado,NA,NA,30,67,8,17,4,0,1,8,8,11,0,0,0.254,0.329,0.358,0,1,1,24,5,0,9,11,0.82,77,Polk State,1
1,Abrianna,Hickox,Sophomore,C/1B,52,159,34,60,12,0,7,29,19,16,3,0,0.377,0.459,0.585,6,1,0,93,19,1,2,3,0.67,185,Santa Fe,1
11,Brooke,Hackim,Sophomore,C/1B,6,10,1,0,0,0,0,2,4,3,0,0,0,0.286,0,0,0,1,0,0,0,0,2,0,15,Santa Fe,1
14,Sydney,Fowler,Freshman,,51,174,33,56,12,0,7,35,7,5,2,0,0.322,0.35,0.511,1,1,1,89,19,0,2,4,0.5,184,Santa Fe,1
15,Aaliyah,Castro,Freshman,,4,3,0,1,0,0,0,1,0,1,0,0,0.333,0.333,0.333,0,0,0,1,0,1,0,0,0,3,Santa Fe,1
16,Juliann,Smith,Freshman,,22,37,6,5,1,0,1,2,3,3,0,1,0.135,0.22,0.243,1,0,1,9,2,1,0,0,0,42,Santa Fe,1
17,Kaedyn,Stoltzfus,Freshman,,18,11,3,0,0,0,0,1,1,2,1,0,0,0.083,0,0,0,1,0,0,0,0,0,0,13,Santa Fe,1
18,Kayla,Alexandre,Sophomore,,32,63,12,16,2,1,1,7,14,18,1,1,0.254,0.405,0.365,2,0,0,23,4,1,0,1,0,79,Santa Fe,1
19,Jayelyn,Carter,Sophomore,OF/C,50,156,37,47,2,0,0,18,15,8,21,2,0.301,0.382,0.314,6,1,4,49,2,0,2,2,1,182,Santa Fe,1
21,Story,Giebeig,Sophomore,3B/1B,52,139,24,31,4,1,6,25,20,34,0,0,0.223,0.321,0.396,2,4,3,55,11,1,2,4,0.5,168,Santa Fe,1
22,Ariana,Wright,Freshman,,27,75,21,22,4,2,8,24,9,18,0,0,0.293,0.393,0.72,4,1,0,54,14,2,0,3,0,89,Santa Fe,1
3,Abbigail,Heywood,Sophomore,UTIL,27,26,10,4,0,0,0,0,12,8,0,0,0.154,0.421,0.154,0,0,1,4,0,0,0,2,0,39,Santa Fe,1
31,Addison,Joseph,Sophomore,1B/OF,13,12,0,2,1,0,0,1,2,3,0,0,0.167,0.267,0.25,0,1,0,3,1,0,1,0,0,15,Santa Fe,1
4,Riley,Schnyder,Sophomore,OF/MIF,52,151,31,40,9,2,0,19,20,25,11,4,0.265,0.364,0.351,4,1,9,53,11,1,3,0,0,185,Santa Fe,1
6,Lauren,Daniels,Sophomore,,8,13,0,3,0,0,0,2,2,8,0,0,0.231,0.333,0.231,0,0,2,3,0,0,0,0,0,17,Santa Fe,1
7,Keeli,Zingaro,Sophomore,3B/1B,31,94,23,38,9,1,8,33,15,9,5,0,0.404,0.477,0.777,0,2,0,73,18,0,0,2,0,111,Santa Fe,1
77,Madi,Hewett,Freshman,,50,128,8,31,3,0,0,16,12,11,0,0,0.242,0.317,0.266,3,2,1,34,3,3,3,1,3,146,Santa Fe,1
9,Lily,Garnett-Brown,Sophomore,,49,126,22,29,7,1,5,28,16,18,2,0,0.23,0.333,0.421,5,3,2,53,13,3,2,2,1,152,Santa Fe,1
1,Alyssa,Julien,Freshman,NA,34,70,11,23,0,0,0,11,5,14,2,1,0.329,0.364,0.329,0,2,1,23,0,0,1,0,0,78,Seminole State (FL),1
10,Brianna,Abel,Sophomore,NA,57,181,39,69,11,2,7,51,19,12,3,0,0.381,0.438,0.58,0,1,2,105,20,0,2,8,0.25,203,Seminole State (FL),1
11,Keivana,Durand,Sophomore,NA,32,2,1,1,0,0,1,3,0,0,0,0,0.5,0.667,2,1,0,0,4,1,0,0,0,0,3,Seminole State (FL),1
12,Dazha,Durand,Sophomore,NA,49,104,16,26,5,1,1,16,9,11,5,0,0.25,0.319,0.346,2,1,2,36,7,1,3,3,1,118,Seminole State (FL),1
18,Mel,Bullock,Freshman,NA,44,73,17,22,5,0,4,16,9,12,3,1,0.301,0.373,0.534,0,1,0,39,9,0,1,1,1,83,Seminole State (FL),1
2,Jenny,Skidmore,Sophomore,NA,50,36,10,9,0,0,0,2,1,5,2,0,0.25,0.27,0.25,0,0,1,9,0,0,1,2,0.5,38,Seminole State (FL),1
20,Taylor,Malz,Sophomore,NA,58,183,48,67,8,0,5,37,17,26,5,0,0.366,0.42,0.492,2,3,3,90,13,0,7,4,1.75,208,Seminole State (FL),1
22,Brianna,Johnsen,Freshman,NA,12,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Seminole State (FL),1
24,Lindsay,Corazzini,Freshman,NA,59,188,64,74,11,7,5,34,15,6,21,3,0.394,0.466,0.606,13,3,3,114,23,0,2,8,0.25,222,Seminole State (FL),1
25,Adriana,Stump-Frias,Freshman,NA,26,36,5,14,5,0,0,8,1,5,0,1,0.389,0.395,0.528,0,1,1,19,5,0,0,1,0,39,Seminole State (FL),1
3,Alisha,Wagoner,Sophomore,NA,51,139,33,58,3,2,0,14,7,13,28,5,0.417,0.453,0.468,2,0,6,65,5,0,9,0,0,154,Seminole State (FL),1
44,Rylie,Brashears,Sophomore,NA,39,85,8,21,3,0,3,16,6,15,0,0,0.247,0.304,0.388,1,0,4,33,6,0,2,5,0.4,96,Seminole State (FL),1
6,Avery,Brewer,Freshman,NA,56,160,48,68,14,0,14,51,13,14,3,0,0.425,0.489,0.775,8,1,0,124,28,0,5,8,0.63,182,Seminole State (FL),1
7,Angelina,Badalament,Sophomore,NA,58,178,50,75,17,2,8,52,13,30,10,4,0.421,0.462,0.674,2,2,10,120,27,1,6,4,1.5,205,Seminole State (FL),1
8,Paige,Weinmann,Sophomore,NA,53,134,29,40,6,1,8,27,13,28,12,2,0.299,0.391,0.537,8,1,7,72,15,0,2,5,0.4,163,Seminole State (FL),1
9,Tori,Beland,Freshman,NA,32,55,9,9,2,1,0,9,7,13,1,0,0.164,0.288,0.236,3,1,0,13,3,0,1,3,0.33,66,Seminole State (FL),1
14,Brianna,Lyall,Freshman,OF,34,79,13,27,0,1,0,13,3,18,12,1,0.342,0.361,0.367,0,1,0,29,1,1,2,2,1,83,St. Petersburg,1
15,Alyson,Lucas,Sophomore,SS,47,138,29,44,3,1,0,19,11,5,20,0,0.319,0.386,0.355,4,0,5,49,4,0,4,4,1,158,St. Petersburg,1
17,Sierrah,Snook,Sophomore,IN,48,164,54,96,7,0,0,20,13,17,38,4,0.585,0.626,0.628,5,0,3,103,7,0,2,2,1,185,St. Petersburg,1
18,Sammy,Wilson,Jr,C/2B,50,124,26,37,5,0,0,21,16,11,11,2,0.298,0.38,0.339,1,1,3,42,5,1,3,6,0.5,145,St. Petersburg,1
19,Mckinley,Carver,Freshman,OF,28,49,11,13,0,1,0,3,1,5,4,0,0.265,0.321,0.306,3,0,1,15,1,0,2,1,2,54,St. Petersburg,1
2,Karleigh,Curtis,Jr,UT,48,148,40,69,1,3,0,29,6,10,21,2,0.466,0.484,0.514,1,2,7,76,4,0,4,2,2,164,St. Petersburg,1
20,Kelly,TIkel,Freshman,UT,37,66,17,16,4,0,0,9,4,13,6,0,0.242,0.333,0.303,5,0,0,20,4,0,0,2,0,75,St. Petersburg,1
21,Jaylenne,Taboas,Freshman,C,11,8,3,2,0,0,0,1,1,2,0,0,0.25,0.4,0.25,1,0,0,2,0,0,0,0,0,10,St. Petersburg,1
22,Abbey,Dickson,Jr,OF,40,123,29,47,7,4,0,33,5,11,11,1,0.382,0.443,0.504,10,2,1,62,11,0,0,6,0,141,St. Petersburg,1
25,Kelsey,Kadlub,Sophomore,1B/C,48,151,34,65,20,1,9,68,10,16,0,0,0.43,0.473,0.755,5,3,0,114,30,1,2,3,0.67,169,St. Petersburg,1
3,Ayla,Horne,Freshman,IN,25,46,6,10,3,1,1,8,1,11,0,0,0.217,0.25,0.391,1,0,0,18,5,0,0,0,0,48,St. Petersburg,1
4,Alyssa,Brown,Freshman,UT,24,43,9,12,1,1,0,6,4,1,4,0,0.279,0.333,0.349,1,3,5,15,2,0,1,0,0,56,St. Petersburg,1
5,Emma,Blatchley,Sophomore,3B,49,128,30,45,4,2,0,25,12,14,12,2,0.352,0.421,0.414,4,1,8,53,6,0,1,3,0.33,153,St. Petersburg,1
8,Dani,DiBenedetto,Freshman,C/1B,48,121,24,37,3,3,0,22,10,25,6,0,0.306,0.381,0.38,6,2,0,46,6,0,1,1,1,139,St. Petersburg,1
1,Taylor,Halback,Freshman,C/ UT,36,75,6,18,7,0,1,19,10,18,6,2,0.24,0.36,0.373,4,0,1,28,8,1,1,1,1,90,State College of Florida,1
10,Haley,Rosenbaum,Freshman,IF,36,80,23,17,2,1,1,4,7,18,17,1,0.212,0.33,0.3,7,0,2,24,4,0,0,1,0,96,State College of Florida,1
11,Molly,Starinsky,Sophomore,IF/UT,31,56,4,10,0,0,0,5,3,10,2,0,0.179,0.233,0.179,1,0,1,10,0,0,1,1,1,61,State College of Florida,1
12,Gabi,Nicholson,Sophomore,C/UT,37,87,9,19,4,0,2,16,4,8,1,0,0.218,0.255,0.333,1,2,2,29,6,0,0,5,0,96,State College of Florida,1
13,Alissa,Kessler,Freshman,IF,46,129,21,46,7,1,4,30,14,20,3,2,0.357,0.42,0.519,0,0,0,67,12,0,1,1,1,143,State College of Florida,1
2,Presley,O'Kimosh,Sophomore,C/UT,34,84,10,23,3,0,0,12,10,10,3,0,0.274,0.365,0.31,2,0,2,26,3,0,2,2,1,98,State College of Florida,1
20,Vanessa,Neptune,Freshman,IF/C,8,13,1,4,0,0,0,2,0,0,0,0,0.308,0.308,0.308,0,0,0,4,0,0,0,0,0,13,State College of Florida,1
21,Chantel,Schurr,Sophomore,IF,44,123,23,33,6,5,3,16,10,21,16,1,0.268,0.328,0.472,1,0,0,58,14,0,0,2,0,134,State College of Florida,1
22,Sam,Carlin,Sophomore,P/UT,27,27,2,3,0,0,0,2,1,10,0,0,0.111,0.143,0.111,0,0,2,3,0,0,1,0,0,30,State College of Florida,1
3,Maddisan,Noriega,Freshman,OF,39,65,13,11,4,1,0,7,9,17,9,3,0.169,0.289,0.262,2,0,0,17,5,0,1,2,0.5,76,State College of Florida,1
4,Olivia,Seibert,Sophomore,OF,37,89,16,21,0,0,0,12,10,7,15,0,0.236,0.32,0.236,1,0,4,21,0,0,0,3,0,104,State College of Florida,1
5,Tori,Copeland,Sophomore,IF,45,139,22,49,9,4,2,26,10,8,9,1,0.353,0.405,0.518,3,1,3,72,15,0,2,5,0.4,156,State College of Florida,1
6,Karsyn,Rutherford,Freshman,P/UT,32,62,11,15,1,0,0,4,7,10,10,1,0.242,0.338,0.258,2,0,0,16,1,0,4,0,0,71,State College of Florida,1
7,Jordan,O'Brien,Freshman,IF,23,19,6,2,0,0,0,0,3,7,6,1,0.105,0.261,0.105,1,0,1,2,0,0,0,0,0,24,State College of Florida,1
8,Stephanie,Oaks,Freshman,OF,47,125,36,36,1,1,0,8,13,27,30,2,0.288,0.355,0.312,0,0,1,39,2,0,0,3,0,139,State College of Florida,1
9,Renee,Dixon,Sophomore,IF,15,20,1,3,1,0,0,4,0,7,0,0,0.15,0.15,0.2,0,0,0,4,1,0,1,0,0,20,State College of Florida,1
1,Elle,Campbell,Sophomore,C,9,16,1,4,0,0,0,1,3,7,0,0,0.25,0.368,0.25,0,0,1,4,0,0,1,2,0.5,20,Tallahassee,1
10,Sydney,Ray,Sophomore,P,23,7,0,2,0,0,0,1,0,2,0,0,0.286,0.286,0.286,0,0,0,2,0,0,0,0,0,7,Tallahassee,1
12,Brooke,Michael,Sophomore,C,37,93,15,24,3,0,3,19,13,7,0,0,0.258,0.352,0.387,1,1,2,36,6,0,5,9,0.56,110,Tallahassee,1
14,Trista,Knowles,Sophomore,OF,28,69,11,16,3,0,3,10,8,9,0,0,0.232,0.325,0.406,2,1,2,28,6,1,5,1,5,82,Tallahassee,1
17,Sheshe,Ortiz,Sophomore,INF,41,128,34,40,8,1,7,30,17,13,8,1,0.313,0.39,0.555,0,1,2,71,16,1,5,5,1,148,Tallahassee,1
2,Alison,Rodriguez,Sophomore,INF,36,64,6,13,0,0,0,8,3,15,2,0,0.203,0.235,0.203,0,1,2,13,0,0,5,5,1,70,Tallahassee,1
20,Aneyshka,Aponte,Sophomore,OF,39,117,29,29,4,2,2,14,8,22,28,3,0.248,0.331,0.368,7,1,4,43,8,0,2,8,0.25,137,Tallahassee,1
22,Ashlee,Gonzalez,Sophomore,OF,20,42,4,6,0,0,0,6,1,10,0,0,0.143,0.178,0.143,1,1,2,6,0,0,1,4,0.25,47,Tallahassee,1
25,Kailynn,James,Sophomore,P,39,106,22,33,7,0,12,21,3,28,0,0,0.311,0.327,0.717,0,1,1,76,19,1,3,7,0.43,111,Tallahassee,1
3,Alexyss,Metts,Freshman,,34,71,12,16,0,0,1,5,5,18,6,0,0.225,0.295,0.268,2,0,2,19,1,0,1,4,0.25,80,Tallahassee,1
5,Pyper,Castro,Freshman,,25,45,8,12,1,0,0,7,8,4,1,0,0.267,0.4,0.289,2,0,1,13,1,0,7,2,3.5,56,Tallahassee,1
6,Kayli,Reed,Freshman,IF,39,89,17,20,3,0,0,6,17,10,3,0,0.225,0.352,0.258,1,1,2,23,3,0,11,3,3.67,110,Tallahassee,1
7,Brittany,Michael,Sophomore,P,41,119,20,26,3,1,0,13,13,10,1,0,0.218,0.306,0.261,2,0,0,31,4,0,3,9,0.33,134,Tallahassee,1
8,Jolee,Camp,Freshman,P,18,7,1,1,1,0,0,0,0,2,0,0,0.143,0.143,0.286,0,0,0,2,1,0,0,0,0,7,Tallahassee,1
9,Raven,Little,Sophomore,INF,42,127,23,40,6,0,9,26,19,24,1,0,0.315,0.404,0.575,2,3,2,73,15,1,4,12,0.33,153,Tallahassee,1
1,Aubree,Leyba,Sophomore,OF,39,93,15,24,5,0,0,19,7,19,8,3,0.258,0.307,0.312,0,1,0,29,5,0,0,0,0,101,Lamar,1
12,Arika,Tercero,Freshman,RHP,23,42,6,8,3,0,1,9,3,13,0,0,0.19,0.244,0.333,0,0,0,14,4,0,0,0,0,45,Lamar,1
15,Grace,Porter,Freshman,OF,39,108,24,47,9,2,1,35,6,10,3,0,0.435,0.47,0.583,2,1,0,63,12,0,0,0,0,117,Lamar,1
17,Mallorie,Copeland,Sophomore,2B,42,123,32,43,7,1,0,12,14,21,3,0,0.35,0.426,0.423,3,1,0,52,8,0,0,0,0,141,Lamar,1
2,Abcde,Garcia,Sophomore,IF,41,112,24,23,5,0,1,8,13,24,1,0,0.205,0.294,0.277,1,0,0,31,6,0,0,0,0,126,Lamar,1
22,Mia,Knight,Sophomore,IF,42,110,24,35,12,1,0,19,10,16,1,1,0.318,0.4,0.445,5,0,0,49,13,0,0,0,0,125,Lamar,1
24,Alex,Villafranca,Freshman,3B,19,42,5,19,4,0,0,13,4,8,1,0,0.452,0.521,0.548,2,0,0,23,4,0,0,0,0,48,Lamar,1
4,Tacy,Schmidt,Sophomore,OF,18,30,6,4,1,0,0,2,10,15,3,1,0.133,0.35,0.167,0,0,0,5,1,0,0,0,0,40,Lamar,1
6,Teagan,Kehm,Freshman,RHP,32,58,16,25,6,1,0,9,4,6,3,0,0.431,0.507,0.569,7,2,0,33,7,0,0,0,0,71,Lamar,1
7,Madilynn,VanRiper,Freshman,3B,34,89,19,36,9,0,7,31,10,15,0,0,0.404,0.485,0.742,4,0,0,66,16,0,0,0,0,103,Lamar,1
8,Katelynn,Czerpak,Freshman,OF,39,85,19,25,3,2,0,12,10,11,13,2,0.294,0.4,0.376,5,0,1,32,5,0,0,0,0,101,Lamar,1
9,Sydney,Casas,Freshman,C / OF,34,77,13,16,5,2,1,18,9,27,1,0,0.208,0.299,0.364,1,0,0,28,8,0,0,0,0,87,Lamar,1
1,Madelyn,Johnson,Sophomore,UT,18,18,5,5,1,0,0,6,4,2,0,0,0.278,0.435,0.333,1,0,0,6,1,0,0,1,0,23,Luna,1
10,Nizhoni,Johnson,Freshman,Ut,26,43,9,9,1,0,0,3,5,13,1,0,0.209,0.333,0.233,3,0,0,10,1,0,1,1,1,51,Luna,1
11,Angelica,Angel,Sophomore,UT,48,145,39,58,15,1,7,31,12,24,7,1,0.4,0.446,0.662,0,0,0,96,23,0,6,7,0.86,157,Luna,1
2,Demi,Garcia,Freshman,UT,14,26,3,4,0,0,0,1,3,9,0,0,0.154,0.241,0.154,0,0,0,4,0,0,4,1,4,29,Luna,1
21,Ciara,Cruz,Sophomore,UT,48,138,35,47,11,3,2,23,22,38,1,0,0.341,0.435,0.507,1,0,0,70,16,0,2,6,0.33,161,Luna,1
22,Judith,Ayala,Freshman,UT,16,29,6,7,0,0,0,1,8,11,0,0,0.241,0.421,0.241,1,0,1,7,0,0,1,1,1,39,Luna,1
23,Elisha,Velasquez,Freshman,UT,42,120,35,43,9,0,3,23,14,20,3,1,0.358,0.425,0.508,0,0,0,61,12,1,2,3,0.67,134,Luna,1
25,Jillian,Bierschenk,Freshman,UT,40,93,16,34,1,0,6,21,12,11,0,0,0.366,0.443,0.57,1,0,0,53,7,1,3,2,1.5,106,Luna,1
27,Reegan,Wilson,Sophomore,UT,31,52,16,20,2,0,2,17,4,12,0,0,0.385,0.429,0.538,0,0,0,28,4,1,0,2,0,56,Luna,1
28,Angelica,Ortiz,Freshman,UT,48,143,56,66,11,1,25,65,18,8,0,0,0.462,0.53,1.077,3,0,2,154,37,0,6,4,1.5,166,Luna,1
29,Valaree,Manzanares,Sophomore,UT,20,7,1,0,0,0,0,0,1,5,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,8,Luna,1
3,Alyssa,Linares,Freshman,UT,48,168,42,60,7,0,8,32,19,12,2,1,0.357,0.429,0.542,2,0,1,91,15,0,10,1,10,190,Luna,1
4,Keira,Touchton,Sophomore,UT,47,142,27,34,2,2,0,10,16,42,5,2,0.239,0.316,0.282,0,0,2,40,4,0,7,3,2.33,160,Luna,1
7,Aliyah,Alaniz,Freshman,UT,46,139,34,54,15,1,2,20,13,16,3,1,0.388,0.441,0.554,0,0,0,77,18,0,2,2,1,152,Luna,1
8,Nicole,Chavez,Sophomore,UT,30,47,11,17,2,0,0,3,10,1,0,0,0.362,0.474,0.404,0,0,2,19,2,0,0,0,0,59,Luna,1
10,Graci,Nelson,Freshman,C,48,105,14,27,4,2,0,20,4,16,2,0,0.257,0.295,0.333,2,1,4,35,6,0,0,0,0,116,McCook,1
11,Andie,Suhai,Freshman,IF/OF,57,174,69,79,19,6,12,58,23,15,13,2,0.454,0.52,0.839,3,2,2,146,37,0,0,0,0,204,McCook,1
13,Hailee,Ruble,Sophomore,P/IB,52,145,48,59,9,1,8,52,15,9,21,1,0.407,0.467,0.648,4,3,1,94,18,0,0,0,0,168,McCook,1
14,Ella,Covill-Marter,Freshman,P/IB,49,93,25,31,1,0,0,11,13,6,6,0,0.333,0.421,0.344,1,0,0,32,1,0,0,0,0,107,McCook,1
17,Madisyn,Simms,Sophomore,SS/C,58,196,64,87,22,4,7,71,8,5,12,2,0.444,0.453,0.704,2,8,1,138,33,0,0,0,0,215,McCook,1
20,Cassidy,Fife,Sophomore,OF,56,159,34,51,10,2,4,41,22,29,7,1,0.321,0.404,0.484,1,1,3,77,16,0,0,0,0,186,McCook,1
22,Brylee,Dean,Freshman,3B/OF,43,92,16,21,4,2,0,17,12,18,2,0,0.228,0.339,0.315,4,1,0,29,6,0,0,0,0,109,McCook,1
3,Emma,Pennala,Sophomore,OF,54,179,41,67,7,3,0,36,14,18,18,1,0.374,0.421,0.447,1,1,1,80,10,0,0,0,0,196,McCook,1
33,Ava,Martinez,Freshman,P/IF,39,95,9,25,5,0,0,8,11,3,2,0,0.263,0.343,0.316,1,1,3,30,5,0,0,0,0,111,McCook,1
6,Katie,Taylor,Freshman,Utility,44,85,24,23,2,0,1,12,7,14,7,2,0.271,0.333,0.329,1,0,0,28,3,0,0,0,0,93,McCook,1
7,Nevaeh,Ogden,Sophomore,OF,58,189,64,69,10,8,0,27,33,11,20,1,0.365,0.462,0.503,1,0,2,95,18,0,0,0,0,225,McCook,1
9,Kalyn,Jackson,Freshman,1B/3B,35,78,8,15,2,0,0,8,4,21,1,0,0.192,0.226,0.218,0,2,0,17,2,0,0,0,0,84,McCook,1
1,Isabella,Quezada,Freshman,Utl.,6,6,0,1,1,0,0,2,0,4,0,0,0.167,0.167,0.333,0,0,0,2,1,0,0,0,0,6,Northeastern,1
11,Brooke,Rule,Sophomore,OF,26,45,18,16,2,1,1,6,4,3,6,0,0.356,0.42,0.511,1,0,2,23,4,0,2,1,2,52,Northeastern,1
13,Desiree,Perales,Jr,Utl.,40,122,39,50,9,1,12,50,3,13,0,0,0.41,0.425,0.795,1,1,1,97,22,0,0,2,0,128,Northeastern,1
14,Andi,Padilla,Sophomore,C/Utl.,26,80,26,28,6,1,0,12,5,7,0,0,0.35,0.388,0.45,0,0,0,36,7,0,1,1,1,85,Northeastern,1
15,Delaney,Barrett,Sophomore,P,33,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,Northeastern,1
16,Savannah,Waldrop,Freshman,Utl.,7,8,1,2,0,0,0,1,0,0,0,0,0.25,0.333,0.25,1,0,0,2,0,0,0,0,0,9,Northeastern,1
19,Ayva,McComas,Freshman,SS,52,201,102,113,23,2,37,107,23,10,3,0,0.562,0.604,1.249,0,1,2,251,62,0,0,1,0,227,Northeastern,1
2,Angelina,Quezada,Sophomore,SS/2B,50,151,49,59,5,0,0,34,17,16,1,0,0.391,0.447,0.424,0,2,1,64,5,0,0,2,0,171,Northeastern,1
20,Eden,McNally,Sophomore,OF,52,179,70,72,12,2,6,39,17,10,30,0,0.402,0.447,0.592,0,3,9,106,20,0,1,4,0.25,208,Northeastern,1
21,Michaela,Moorehouse,Sophomore,P/OF,25,3,2,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0,0,0,1,0,0,0,0,0,3,Northeastern,1
24,Rylyn,Nelson,Jr,2B,52,172,97,87,23,3,26,79,43,23,12,0,0.506,0.599,1.128,0,2,0,194,52,0,1,0,0,217,Northeastern,1
25,Lauren,Lee,Freshman,1B/C,52,156,58,57,10,1,18,61,32,14,0,0,0.365,0.471,0.788,1,2,0,123,29,0,2,1,2,191,Northeastern,1
26,Jacquelynn,Siefken,Sophomore,3B,48,162,57,81,11,1,8,43,6,13,1,0,0.5,0.515,0.728,1,2,3,118,20,0,0,2,0,174,Northeastern,1
27,Addy,Deal,Sophomore,OF,51,184,53,94,13,1,15,92,13,9,2,0,0.511,0.54,0.837,1,2,1,154,29,0,2,2,1,201,Northeastern,1
28,Emi,Reeves,Sophomore,Utl.,3,2,0,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0,0,0,1,0,0,0,0,0,2,Northeastern,1
3,Mia,Glover,Jr,OF,41,112,46,37,3,1,4,20,15,9,6,1,0.33,0.408,0.482,1,2,4,54,8,0,0,0,0,134,Northeastern,1
4,Aubrey,Wright,Freshman,OF,12,6,4,2,0,0,0,0,2,1,1,0,0.333,0.5,0.333,0,0,0,2,0,0,0,1,0,8,Northeastern,1
7,Ashley,Wecker,Freshman,Utl.,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,Northeastern,1
9,Kaylee,Eyl,Freshman,Utl.,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northeastern,1
0,Dasia,Halstead,Freshman,OF,22,50,17,8,0,1,0,5,6,7,2,1,0.16,0.25,0.2,0,0,0,10,1,0,0,0,0,56,Otero,1
1,Aaliyah,Dejesus,Sophomore,OF,43,109,40,33,9,0,0,18,18,13,3,1,0.303,0.405,0.385,2,2,0,42,9,0,0,0,0,131,Otero,1
11,Brooklyn,Ruiz,Sophomore,MI,50,148,44,47,10,1,7,38,19,11,2,1,0.318,0.385,0.541,1,6,0,80,18,1,0,0,0,174,Otero,1
12,Sidney,Larrew,Freshman,OF/MI,32,49,18,16,3,0,4,11,6,10,0,1,0.327,0.411,0.633,1,0,1,31,7,0,0,0,0,57,Otero,1
17,Elyssa,Adams,Freshman,MI/OF,36,98,25,22,6,0,2,25,11,5,1,0,0.224,0.33,0.347,5,1,2,34,8,0,0,0,0,117,Otero,1
19,Faith,Giebenrath,Freshman,3B/C,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Otero,1
2,Emma,Pinkstaff,Freshman,MI/OF,46,142,41,39,5,1,6,27,15,22,0,0,0.275,0.35,0.451,2,1,4,64,12,1,0,0,0,164,Otero,1
21,Courtney,Miller,Sophomore,P/1B,41,115,33,48,12,0,3,40,11,17,2,1,0.417,0.465,0.6,0,1,2,69,15,3,0,0,0,129,Otero,1
24,Gabby,Rodriguez,Freshman,MI/OF,34,99,28,37,6,1,5,31,11,1,5,2,0.374,0.434,0.606,1,2,1,60,12,0,0,0,0,114,Otero,1
26,Kira,Pride,Freshman,C/MI,20,27,7,3,0,0,1,5,4,8,1,0,0.111,0.219,0.222,0,1,0,6,1,0,0,0,0,32,Otero,1
3,Jaelyn,Montoya,Freshman,OF/P,23,9,3,2,0,0,0,1,0,3,0,0,0.222,0.3,0.222,1,0,0,2,0,0,0,0,0,10,Otero,1
30,Kayla,Crocker,Freshman,3B/P,17,8,0,0,0,0,0,0,1,3,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,9,Otero,1
32,Yaritza,Puente,Sophomore,3B/C,19,52,15,21,3,1,3,20,3,2,0,0,0.404,0.436,0.673,0,0,4,35,7,0,0,0,0,59,Otero,1
